osmid,safety_tag_value,is_lit,polyline6
873338644,3,0,mjutrpxIobhl|tu]lg{qCg}{`H
873338644,1,0,_byanpxIw`eneuu]mg{qCf}{`H
"69382635,873338644",3,0,_byanpxIw`eneuu]datjLwgbmYv`suLgn}rW
"1298841612,1298841613,1298841614,1298841615",5,1,_byanpxIw`eneuu]fqseEdm~aAzn~rj@~r}pNrmjbObp|vDdkfic@jcglN
1298841612,3,0,_byanpxIw`eneuu]uoxlG{jvqBoal~D_fkp@
69382565,1,0,mhyaojxI_mbilou]odq|Tle|hHlv|pBxxs|H
69382610,1,0,iatu`pxI}w{`awu]{rjxZhcrmu@
69382610,3,0,eu_o|pxIsshrjuu]zrjxZicrmu@
69382610,3,0,eu_o|pxIsshrjuu]i~zjCxuonG
1298841612,1,0,eu_o|pxIsshrjuu]nal~D~ekp@toxlGzjvqB
"1298841611,1298841612",3,0,eu_o|pxIsshrjuu]y_kgIu{lg@y_|zYwejaJk_snDc~}uCsoqmGq~v_A
"69382635,873338644",1,0,a~o_soxIwxfpxvu]w`suLfn}rWeatjLvgbmY
69382560,1,0,siqgsmxI}~bx~mu]p}pdLqo`G
"69382579,69382565,69382638",1,0,{t{ufixIyyrrbmu]}myWnsw{Lwsyv[luefL_ldeL{vczc@{ks|Bmif~IacbbKqzow`@
"69382579,69382605",1,0,{t{ufixIyyrrbmu]xuzqk@kun~O{hxoc@ikljnAasv{N_ypzU
840360171,1,0,{t{ufixIyyrrbmu]wktdEj~{nAsnujc@cv~~}Aftuua@}ckuY
"69382579,69382605",1,0,_|ppnixIovayypu]`sv{N~xpzUzhxoc@hkljnAyuzqk@jun~O
840360171,1,0,_|ppnixIovayypu]gtuua@|ckuYrnujc@bv~~}AvktdEk~{nA
"840360170,69382605",4,0,_|ppnixIovayypu]a`aaD{_`hFjszyVo`{t`A
"617871010,617871013,1094642921,1094642922,1061092781,1297339736",1,1,y~rra}wIqbbnbhv]r|y{D{hndC`_{uImmupGzs_xDidefFtbcoEqbkvH~uvpDipjjIzgg_@omk}AjzqjBgmfwHxpggConuhOla{fC{a|cSleml@c_}xEd{vl@gu~qDx|tkAeawiHlro}Eql{wL
"617871008,69416465,1094642923,1094642926",1,1,y~rra}wIqbbnbhv]ymteDdv|_BwpcmQhctdIkwtuEjwihBek~~Jd~ulE_iykDxmk~AwumhB`sbjF
"1300580395,1297339733",1,0,y~rra}wIqbbnbhv]_i_t@{sdlBmce{@_et{B
"617871017,1297339733,1297339734",2,0,y~rra}wIqbbnbhv]v_eq@|l_hBhpcv@b{|oBhovo@ftfdB
"617871004,1061092780",1,0,eesaf{wIij_e_lv]`q~nDg~rch@~sk}E_k{xb@~rs{Ea|myU
"617871010,617871013,1094642921,1094642922,1061092781,1297339736",1,0,eesaf{wIij_e_lv]mro}Epl{wLy|tkAdawiHe{vl@fu~qDmeml@b_}xEma{fCza|cSypggCnnuhOkzqjBfmfwH{gg_@nmk}A_vvpDhpjjIubcoEpbkvH{s_xDhdefFa_{uIlmupGs|y{DzhndC
"617869265,1209422054",1,0,eesaf{wIij_e_lv]dd{pAbo_xM`q_Np~oyE`bmQftnpGqhaDr_naLwbgLhc||Airjr@lljgJepk}Drvee\e{m`BpisjJk_woAh|kyE
"617871008,69416465,1094642923,1094642926",1,0,udktt~wIsl}eagv]vumhBasbjF~hykDymk~Adk~~Je~ulEjwtuEkwihBvpcmQictdIxmteDev|_B
1300580395,5,0,gmyce}wIm}|wihv]wxhcXh`l}M{y~pkAbdxme@
"1300580395,1297339733",2,0,gmyce}wIm}|wihv]lce{@~dt{B~h_t@zsdlB
"1355828433,1097817831",1,1,gmyce}wIm}|wihv]`mluNsxwtL|ws_EqzxuGze}mFmxbxKzvlsDw|fwLna_uBct|oMz_zlHgyclz@bar{D{ucej@~t_uJg_z{p@zy`q@qvmcE
1257363024,2,1,m|px||wIgc|nxgv]u_qrCrsqhA
"617871017,1297339733,1297339734",1,0,m|px||wIgc|nxgv]iovo@gtfdBipcv@c{|oBw_eq@}l_hB
"617871017,1300580397",2,0,m|px||wIgc|nxgv]x|m_A~drcCd`f`AtlpfC
"1094642924,69416484",2,1,m|px||wIgc|nxgv]nv||DkciyAraroFag__C
69416461,5,0,uqo{ijxIoa~jt`v]gvflHttewB
69416461,5,0,}hwhsjxIykwrp`v]sydpOddnrE
69416461,1,0,}hwhsjxIykwrp`v]fvflHutewB
1298841616,5,0,}hwhsjxIykwrp`v]aknfC_np{L
"1298841616,1298841615",1,1,}hwhsjxIykwrp`v]l{o_@x~_hBdkjjIjgx{i@dkr_I`n_tVnejhIhovuUtzziQblfed@reyb@`b{eGgetpDnn~jOqri_Onejw^grqgOrnoi`@
23171772,1,0,cjrvrzwIsr~}bov]_fgiNgtl|C
1061092779,4,1,cjrvrzwIsr~}bov]~cloE_``nR
"1061092780,617871004",4,0,cjrvrzwIsr~}bov]_ss{E`|myU_tk}E~j{xb@aq~nDf~rch@
1061092779,1,1,ceeflzwIss_mvov]_dloE~_`nR
"617869266,1061092779",1,0,ceeflzwIss_mvov]fgygIuuq}X|eutDesxiJ
"1097817832,1097817835",4,0,ceeflzwIss_mvov]~ah|IzagrBlktvA~{b\
"1097817832,1097817830",1,0,ceeflzwIss_mvov]qvw{Jyk`|BorhuAqmv[
69416461,1,0,qc}yckxIsfh_j`v]rydpOednrE
69416486,6,0,gcmgtnxIwwgl`iu]ijp`Jmac_B
69416486,6,0,qn~h_oxIezklciu]s~}x\cyccG
69416486,1,0,qn~h_oxIezklciu]hjp`Jlac_B
"1298841609,1298841610",7,1,qn~h_oxIezklciu]oa|dDpix`SyrseCfx`xIayxaM~mhqXwpdgN`mt_Vyea}ChdirB
"1298841608,1298841609,1298841607",1,1,qn~h_oxIezklciu]dfesAquqdIhhmkQcfg`iAlpls@weirEnkfjAqqwnHlj}bKuohhx@l~uxGe~k|aApn{lH_n~tdA|lumBu_uqQ
617861757,1,0,w{v{ykxIsklftrv]qwheFqx_fN
69416486,1,0,en}b}oxIitppkiu]r~}x\byccG
69416483,1,0,ipmncnxIsssnnku]zjgrExjwqA
69416483,1,0,mde{|mxIyg{{kku]{jgrEyjwqA
1432695913,1,0,mde{|mxIyg{{kku]fayhIukb|\
69416483,1,0,mde{|mxIyg{{kku]~au_Y`izdIlpsb[s~mkD
1432695913,1,1,mde{|mxIyg{{kku]e~hgP|w|qwA{gtxChsgzN{dfbFvo}qN
69416483,1,0,_pzvflxIk}nbgku]mpsb[r~mkD_bu_YaizdI
74143736,5,0,kn{}izwIspnncqv]lweuLbqawF
74143736,1,0,kn{}izwIspnncqv]s|skN}{hvGnfruJswmrX~ykiH}httNf`ovJ{b~zJry|i[tp_rM
"1097817833,1097817829",5,0,kn{}izwIspnncqv]ka`o@rrbrBm~ijN~lqsc@
74143736,1,0,}utg|ywIo~kv{pv]mweuLcqawF
1055263835,5,0,}utg|ywIo~kv{pv]bksrJdlp{E
"617869266,1061092779",5,0,}utg|ywIo~kv{pv]}eutDdsxiJggygItuq}X
617869266,1,1,}utg|ywIo~kv{pv]zegqLwy|vXl`imQahph\
"670340364,69644167",5,1,icwmk_uIweni}}q]ikicKogayD}m}uK}}zrN}lh`F}idxPnm|U}el}Rpq`TctjmN
69644167,5,1,icwmk_uIweni}}q]pmnyObwu{Dtmyif@ffnmE`wpf[dbffLtxrqUx|}cJnzalJpnhsD
"69644170,4450052",5,0,icwmk_uIweni}}q]zctmBrwvtLv{cfUfzzql@nynh\`qat[felnHrqifH
4450048,5,0,mkj~i`uIetj}g`r]ah~AatgnD
"670340364,69644167",1,1,mkj~i`uIetj}g`r]qq`TbtjmNom|U|el}R|lh`F|idxP|m}uK|}zrNhkicKngayD
"1416820465,1432706231",5,1,mkj~i`uIetj}g`r]es}rFjpfp@_`fdCrmeVo{zyDrggVscxc^qecdB
1432706231,5,0,mkj~i`uIetj}g`r]btvmBvzn@hifpThjhq@x~ytLvajm@
75780784,5,1,yxdau{tIyux}r|q]cgz|t@rgjxu@
69644167,1,1,yxdau{tIyux}r|q]ozalJqnhsDuxrqUy|}cJawpf[ebffLumyif@gfnmEqmnyOcwu{D
75780784,5,1,yxdau{tIyux}r|q]lohoFsprmIt|eyb@ar~`oA|jfmD}eflQ
4450043,5,1,}``_k}tIemmd|zq]fn{t~@rr~saA
75780784,1,1,}``_k}tIemmd|zq]bgz|t@sgjxu@
"69644170,4450052",1,0,}``_k}tIemmd|zq]gelnHsqifHoynh\aqat[w{cfUgzzql@{ctmBswvtL
75780784,5,0,w~lhdztImas{_`r]nryVasaoG
75780784,1,1,w~lhdztImas{_`r]}jfmD|eflQu|eyb@`r~`oAmohoFrprmI
"1432706230,1432706231",5,0,w~lhdztImas{_`r]mvn}JbiflAsln`IleuPiy}`Gh~tC
"1432706140,1432706229,1432706230",1,1,w~lhdztImas{_`r]xiytAozjP~_jea@o{~lFjpefHqyqzA
69644201,1,0,owcyc_uIouxfm_r]hjrO{slsV
69644201,5,0,elphc_uIkjf{d`r]ijrOzslsV
670340365,5,0,elphc_uIkjf{d`r]xqjEagmgG
1432706231,1,0,elphc_uIkjf{d`r]y~ytLwajm@iifpTijhq@ctvmBwzn@
1432706231,4,0,elphc_uIkjf{d`r]`mjwD`ekKzt_bd@ls`gBtrwghA|dkuClu_yKsfrF
670340365,1,0,kydbc_uImrtcm`r]yqjE`gmgG
"66084209,1535897530,1535897531",1,0,{rfw_vtIkrfdber]qiuhc@c|qzHkazbXaskoEgqpbKeytbB_cbeF_ujp@otygF}rcq@
66084209,1,0,{rfw_vtIkrfdber]mqmgDfvsyQgikvN~touWrbxxBnquuNd{suHbucki@
"77045675,69644212",4,0,{rfw_vtIkrfdber]vml}\gvngHlqbwfAcywcQ
663529244,1,0,qkgwwxtIuglwxer]|yxmAcsrbJ
663529244,1,1,qkgwwxtIuglwxer]ko}cUdzoqbBuklpDt~ib[
"66084209,1535897530,1535897531",5,0,qkgwwxtIuglwxer]ntygF|rcq@~bbeF~tjp@fqpbKdytbBjazbX`skoEpiuhc@b|qzH
77045674,2,0,uqu`zrtIwcoq}er]}yz{F{rnzY
77045674,2,0,uqu`zrtIwcoq}er]vyteF~ziqW
"77045675,69644212",1,0,uqu`zrtIwcoq}er]mqbwfAbywcQwml}\fvngH
69683010,1,1,mzre_xtI}et~knr]wyysVrrexa@|xvc[hy|eQ~toq_@dabvR
69683010,2,1,geeczvtIyulgclr]_uoq_@eabvR}xvc[iy|eQvyysVsrexa@
"1502719226,705256767",1,1,geeczvtIyulgclr]k|u_Nl_mqTonfuEtak`Nmvq|@x~bcFywfmFliarZano{Ffmsh\
148947488,1,1,qxz}ryuIqqzfjjq]ldb|h@kub`G
148947488,1,0,qxz}ryuIqqzfjjq]kn{rn@pgxeK
69711230,1,1,qxz}ryuIqqzfjjq]jpnsNx_~whBfykW|fy}D
69711231,6,0,}gwqb{uI_ia`~iq]r||uVfrubjB
148947488,6,0,}gwqb{uI_ia`~iq]jn{rn@qgxeK
148947488,1,1,}gwqb{uI_ia`~iq]y`fpWnvzcCih`oS~m`nB}wbbT`x_pAk|bsIrrlD
640521184,2,0,_afxhzuIuqehqeq]vf_fBhppfs@
640521184,1,0,_afxhzuIuqehqeq]ihraAacds`@
640521185,1,0,_afxhzuIuqehqeq]gdcbUxyj{J
69711232,1,0,gwruj|uIeg`leiq]f`_aKpawy~A
69903243,6,0,a|cjrtrI{}dt}rz]ect_G~ztkB
4254006,6,0,a|cjrtrI{}dt}rz]lcbeNtmu~h@ljqeD`oxbNbbseRjx_~s@
147571387,6,0,a|cjrtrI{}dt}rz]wc`|b@akz_~A`czl]e`ouJ
"802725105,802725106,1382635831",7,0,a|cjrtrI{}dt}rz]rpjzImbwwBdotetAi}hg\rqxqHcpjpB
69903243,1,0,g`yjztrI{aogzrz]dct_G_{tkB
1342200695,6,1,g`yjztrI{aogzrz]sjrvj@kmtonB
1342200695,7,1,g`yjztrI{aogzrz]dmc~Ojeych@qkruEvbaoA
969616512,5,0,aizvjsrIwetqooz]nac_wB}uwxo@
969616512,5,0,aizvjsrIwetqooz]s|txBhpcjA
4254006,1,0,aizvjsrIwetqooz]cbseRkx_~s@mjqeDaoxbNmcbeNumu~h@
147571387,4,0,w|iywtrIckpkhvz]xcw~uEspwbwA
147571387,1,0,w|iywtrIckpkhvz]aczl]d`ouJvc`|b@`kz_~A
"1332944040,1443526067,147571388",5,0,w|iywtrIckpkhvz]u|ieBwt|yGqewlS`bxxF}ne|Ay~zmG
802725106,6,0,sgiuhqrIwprfbtz]pytgAjjyxDhuoxXclmpH}`~o@ojdfC
802725107,6,0,sgiuhqrIwprfbtz]_nlv@umymDphyhYegmpHjsy}@rhn`F
"802725105,802725106,1382635831",1,0,sgiuhqrIwprfbtz]sqxqHbpjpBeotetAh}hg\spjzIlbwwB
"1065258314,224187822,122056182",1,0,mbrcjusIw~pzhvx]litx\ad}jAd~urn@kuowBzj}hJgfu[fnplcAmi{hC
542829553,2,0,mbrcjusIw~pzhvx]uw|rIb}dwGs~phAxpkQw_t~FbxkN
"224187706,1220850245",2,0,mbrcjusIw~pzhvx]kv}}HwekeFu}{pH`ryNoa~f^vaefAk~mrLz}wo@
"1065258314,224187822,122056182",4,0,u}u~lpsI{kretvx]gnplcAli{hC{j}hJffu[e~urn@juowBmitx\`d}jA
"542829556,842037663",1,0,u}u~lpsI{kretvx]rfbrD}kagD`ggxq@gf}Y~wzdIukiD`u|xEislB
823014692,1,0,u}u~lpsI{kretvx]|}mnDzsshDxc}cZr~|I
542829553,1,0,o{v`_vsIuuq`_vx]v_t~FcxkNr~phAypkQtw|rIc}dwG
1274524239,1,0,kz{ojwsIypcykvx]{kgwAm}qnU
"224187706,1220850245",1,0,kz{ojwsIypcykvx]j~mrL{}wo@na~f^waefAt}{pHaryNjv}}HvekeF
224187706,1,0,kz{ojwsIypcykvx]awdkWd`svAydqou@dbz}JkyllRpzt_D
"496458331,496458339",1,0,cnt~zswIordmnwq]xaapR}iccBpw~bNop{_A
71887175,1,0,kstsuuwI_d_}uwq]upgdCi{bb^
34753766,1,0,otgjc`xImu{xroq]riwjHdvi~_@|skuIl}|fi@
71887202,1,0,}tbho_xIy_sqgmq]`koaJgmiv@
34753766,2,0,}tbho_xIy_sqgmq]}skuIm}|fi@siwjHevi~_@
34753766,1,0,}tbho_xIy_sqgmq]|sxoApjyof@trdqAvixeaA
77251107,1,0,shs|qaxIcacdoiq]xrstZqwxzKd`lo_@mvlx@~nx|@{cG
77251107,1,0,scxxs_xI_vry}iq]hvsrHorK
77251107,4,0,scxxs_xI_vry}iq]_ox|@zcGe`lo_@lvlx@yrstZpwxzK
"1533780059,1533780060",1,0,scxxs_xI_vry}iq]ltmc@ldx`t@`vwo@hjirL
"1432526793,1533780059",1,1,scxxs_xI_vry}iq]shmO_n_lV{{o`CgoqljAcsvaBuihyT_jwbEmoizYeqiqI{maxYwbpoAannfGcu_wLi__rk@yvflEwj}wM
71887202,2,0,{hred_xIan}himq]akoaJfmiv@
71887202,1,0,{hred_xIan}himq]dhkoEewf_@rihpq@qrtiMhxrqh@qjohT
1533780057,1,1,{hred_xIan}himq]mdimTwamylA}qvsJoyqxc@u_xhCc{i}V
"1533780057,1533780058",1,1,{hred_xIan}himq]nfq}C~twk`C~wlIbkswH
71887202,1,0,w{hqa|wIkek}mnq]ixrqh@pjohTsihpq@prtiMehkoEdwf_@
71887212,1,0,_qfzhwwIscilm~o]umysHy{hrLhcodTa|jaN
72056629,1,0,on_wcbuIymhiogx]|}hxb@eemmT
72058120,1,1,waf|cusIg`|dx_x]`nha_A{~l{O
72058130,1,0,ou{jevsIi`vu}zw]eu|fA_yinK
72058130,4,0,ukyrgvsIiz`ej{w]du|fA~xinK
"72058130,81446470",1,0,ukyrgvsIiz`ej{w]j}ib@y_w~C~tdpbAgjmuTbxgz_@}pksF
81446471,4,0,ukyrgvsIiz`ej{w]_{ytBkapLmsn}bAjd{oR
1058301453,1,0,_{xa_iuI}hoaujr]jr`vResn}eA
"815672685,48870318",1,0,_{xa_iuI}hoaujr]gfvl[qoobk@rywco@sb~yY
"73228385,1058301451,1058301452,1058301453,1058301454",1,0,_{xa_iuI}hoaujr]gcm~E|nouXfaef[judrFnpkbNhriaC~`|lZ~}_lFfsfrT~odyDps}kBfkff@
73228385,1,0,wcn}oeuIwhczilr]lsv{\fg{mF
73228385,1,0,wcn}oeuIwhczilr]ml{b|@uxjdO
73228402,1,0,wcn}oeuIwhczilr]{wisOl{b~aA
73228385,2,0,iov`rduIo`gkblr]|fpm`@rzg}F
73228385,2,0,iov`rduIo`gkblr]msv{\gg{mF
581188916,1,0,iov`rduIo`gkblr]dkxuHaxm_e@
73228385,1,0,kgerpcuI{d~lzkr]}fpm`@szg}F
73228385,1,0,kgerpcuI{d~lzkr]{}||NzlstcAkut`_AittbP
815672686,1,0,kgerpcuI{d~lzkr]ncb`Imkdve@{_i{JmispA
73228385,1,0,s|xq`fuIil_{fjr]acwuDfx}rd@
73228402,1,0,s|xq`fuIil_{fjr]zwisOm{b~aA
73228385,1,0,s|xq`fuIil_{fjr]jut`_AhttbPz}||N{lstcA
815672686,2,0,wclmrcuIw{wucmr]k~o{Ty||tC
815672686,2,0,wclmrcuIw{wucmr]z_i{JlispAocb`Ilkdve@
1058304813,1,0,wclmrcuIw{wucmr]plidLokqsn@nboqgAsu_gQ
73228385,3,0,u`qhffuIas`gair]`cwuDgx}rd@
"73228385,1058301451,1058301452,1058301453,1058301454",1,0,u`qhffuIas`gair]qs}kBgkff@gsfrT_pdyD_a|lZ_~_lFopkbNiriaCgaef[kudrFfcm~E}nouX
670340362,1,0,u`qhffuIas`gair]l|f}o@lt_hJtttkKdeh|]h`idAbtceP
1058301456,3,0,u`qhffuIas`gair]|staAdr|lC`vdZdrm_Ese|iAlvw_I
1058301456,1,0,i{ruefuIgu{wlhr]re|iAmvw_IavdZerm_E}staAer|lC
941384361,1,1,wu|z{iuIcbnbgqr]vimyQhopz]
942227753,1,0,wu|z{iuIcbnbgqr]i~usf@zan`V
938821802,1,0,wu|z{iuIcbnbgqr]_ll}Nsneq\_otb_@aifwv@qrhrWyqmbo@
941384361,1,0,wu|z{iuIcbnbgqr]dlitDowb_E~fr{B_fkmExkxmCech{[vjsE{l}dEg|vsBww}{DswifW}yj``@wcnz]mk_rp@vt_tGmv_}E
941730644,6,0,uesdfouIqpucixr]jhqri@kko{R
61904362,6,0,uesdfouIqpucixr]safnb@krwxoAeiacc@}tkfqA
61904362,1,0,uesdfouIqpucixr]pc_u@zbrzBrboxc@j}~inAxrf}h@nr{ppArsffq@pzeisA
73229319,6,0,auho|ouIaors_ds]d}xt\qh{jK
73229319,6,0,auho|ouIaors_ds]x|oyMdlhlo@xi_{r@br}dzBjzrvDvcaqI
"941730641,941730642,941730643",6,0,auho|ouIaors_ds]sreoG~lwqB|hv}Hdenc]{hp{Epc`eKkp|qFrygtH
73229319,1,0,{vny~nuIsxn_lds]e}xt\ph{jK
77059441,6,0,{vny~nuIsxn_lds]zutgD~~vbLnswqFvkqdR
73229319,1,0,aqcatmuI_jhni~r]kzrvDwcaqIyi_{r@cr}dzBy|oyMelhlo@
"77059444,73229319",1,0,aqcatmuI_jhni~r]tmjvdAn}lr_Cnppaq@xvvhyAj{jrYj_~tg@pzmkp@rehy{@lwcuVcq|kX
"941604842,941604843",2,0,aqcatmuI_jhni~r]smudGjas~B_pdzBukrcF{w}`CfkggA
941384357,5,0,_zfpipuIu{`ahbs]rf_jApckxB
941384357,5,0,_zfpipuIu{`ahbs]us`eFggy~Nkvovl@ujqqLgwtfDypvr@
"941730641,941730642,941730643",1,0,_zfpipuIu{`ahbs]jp|qFsygtHzhp{Eqc`eK}hv}Heenc]rreoG_mwqB
75818729,2,0,}wjounqIktctel{]ys{aBtic~@ixzaCxr}pB_`foBvumwCmbfZz||`Clr\hifrBpayYt`kuB
75818729,2,0,}wjounqIktctel{]fkiuBmobn@rgtiC{jno@xkzwCtnq@pvbeCffe`AtbmiBryyfAjuujA~guzA
"75821291,73300163",1,0,}wjounqIktctel{]cw{bAmuhbCuif}@aacyB
75818727,2,0,otyd`oqIgu`_pk{]znqj`@{_kmP
75818729,1,0,otyd`oqIgu`_pk{]remJdmzo@ppjl\`u|xx@
75818729,1,0,otyd`oqIgu`_pk{]qayYu`kuBmr\iifrBlbfZ{||`C~_foBwumwChxzaCyr}pBxs{aBuic~@
75818727,1,0,sdgy~mqIcvlmal{]{nqj`@z_kmP
75818729,1,0,sdgy~mqIcvlmal{]kuujA_huzAubmiBsyyfAqvbeCgfe`AykzwCunq@sgtiCzjno@gkiuBlobn@
75818729,1,0,sdgy~mqIcvlmal{]zjlZxadc@lkgr\n`_ky@
75818731,3,0,qrx|fmqI_`ee`h{]h}pa`@_unzO
75818729,3,0,qrx|fmqI_`ee`h{]f|fkDr~yxBxdm`Dfb_l@flf|D|iiOlk_mEyzgk@
75818729,1,0,qrx|fmqI_`ee`h{]ghxxAcuohCo_mtW{ypdo@
75818731,1,0,gtfzelqI_vt`qh{]i}pa`@~tnzO
75818729,1,0,gtfzelqI_vt`qh{]usjr@kvtsCkb~{Wmc|fo@
75818729,3,0,gtfzelqI_vt`qh{]ojlBfzu|Ca_v_@|bp~B_gru@jvvxBo`hvAzf`pCokrvCphj}B
75818729,1,0,yuzcplqI_nhz{g{]nkrvCqhj}Bn`hvA{f`pC~fru@kvvxB`_v_@}bp~BnjlBgzu|C
75818729,1,0,yuzcplqI_nhz{g{]mk_mExzgk@glf|D}iiOydm`Dgb_l@g|fkDs~yxB
1249541413,3,0,yuzcplqI_nhz{g{]rirqBjm}eF|ofs@tdifB
1327147052,1,0,yzumtlqI{fl|kj{]cj`kC_}glG
75818726,1,0,yzumtlqI{fl|kj{]idp}Alrwn@eki}Gr`knC
1327147052,4,0,yzumtlqI{fl|kj{]pvg~_@x`fe_AofaqAnzzzI
1327147052,3,0,gz_}jlqI}y_lqg{]yzxWz`oK
1249541413,1,0,gz_}jlqI}y_lqg{]}ofs@udifBsirqBkm}eF
1327147052,3,1,gz_}jlqI}y_lqg{]zm~cRqg`nHr_pv@afg~D
1327147052,1,0,}|ovlnqI{irkoi{]wucoFqtqoM
75818732,1,0,}|ovlnqI{irkoi{]~mcrAk}}h@rpjvFwgu}B
1327147052,1,0,}|ovlnqI{irkoi{]vx}w_@zzv}~@dmgnNby|wE
22597483,2,0,ujg|rzwIqji`zkx]ge_}AssztBu|ulAu{guB
"73331625,1243783462",1,0,ujg|rzwIqji`zkx]znhfAnpnnAfnsz@l~bjAep@hlvsTw~{Cny{cBevr]zpy}M
188037930,1,1,ujg|rzwIqji`zkx]zx_rVqqaof@`ar{Gk}kyI
"4075808,4075809",1,1,_pm~gupIufxmme|]y|dmu@bycnSsgygHp_~aC
611255092,3,0,_cbcnwpIsf~ide|]phv`Ccaos@
"611249250,611255092",1,0,_cbcnwpIsf~ide|]kszb]vq~eKivldBv`vj@
"1266701955,1266701956",1,0,_cbcnwpIsf~ide|]p}z~Czo}yJ~lwl@vhjrB
"1266701955,37458959",4,0,_cbcnwpIsf~ide|]ovb~Owqfoi@ckteKaskr]
73844890,3,0,msym|guI}qzpbjy]mjwa_@imn}L
73844890,3,1,{~qp|huIg`jopjy]aopsM{x~~`@
73844890,1,0,{~qp|huIg`jopjy]ljwa_@hmn}L
"433256304,81625515,433256303",3,1,{~qp|huIg`jopjy]vbkow@rn`olB|gnsMg{vtFbd|dXraqrk@``_nFnbw{Mrunb@lwa{@
73844890,1,0,}ncekiuIcziorky]`opsMzx~~`@
"1391499873,1096875007,1061092784,73844890,1391499867,1430590266,1391499870,1391499871",1,1,}ncekiuIcziorky]wsv}Bel|sHwbsuD~}qqA{qvt@btkVyfvt@peyV{uyo@|ke\aeol@tjqYcly`\b{xqTmjcgf@z|yzZycegi@zlj_]_dzyYjo|tQms|f]rx`jUka{sBlregB{cs}YffzjZq|fpGvhk{GgcaeDltxkDat|yM`sxaQcgi|Elv|lG_j{za@dh`cf@
"1430583006,1430583007",7,1,}ncekiuIcziorky]xuwdCwsfu@bnss~@ktv`Tbg{}p@iaijKveoxgBqvihS
433256303,1,0,kuisseuIinshmey]n~br@x~evA
1430388043,1,0,kuisseuIinshmey]nxy{[cyjfN
"433256304,81625515,433256303",1,1,kuisseuIinshmey]sunb@mwa{@a`_nFobw{Mcd|dXsaqrk@}gnsMf{vtFwbkow@sn`olB
1382814686,1,0,edgiocvI}{op{ky]kdqzTexkoA
1382814687,2,0,edgiocvI}{op{ky]p}u_F~_aVrzimItdy`@
1382814688,1,0,edgiocvI}{op{ky]xvvxAit_t]xlzaBkzbs`@l~mmB}|lud@nrkrBmevcf@
1382814686,3,0,qiydedvIcu|`~ky]jdqzTdxkoA
1195143819,1,1,qiydedvIcu|`~ky]cwhslBc}lqHygxb_@tijqI
"1382814689,969810278",1,0,qiydedvIcu|`~ky]ompaA|tbtJah~x@zxl_GawszApbei`@hinjw@dv~g`Cljvn@|tr{@xykhC|}sqB
912825691,2,0,_jez}bvIguswyky]|vjzCkxaq}@zzc{@{m~yFvzygBaakzBdmqsCun_`@|hwnKxu~cAh~lsC~tcxBzrpn@rmwnFauvpDxuehz@
"912825691,1382814687",2,0,_jez}bvIguswyky]pz|eZzlvwAfh_OstajD
1382814687,1,0,_jez}bvIguswyky]szimIudy`@q}u_F_`aV
1382814685,1,0,skxjbcvI_qythpy]~iicCh_`UnpmouAva_hM
1382814688,1,0,skxjbcvI_qythpy]orkrBlevcf@m~mmB||lud@ylzaBjzbs`@yvvxAht_t]
"1382814688,73844907",1,1,skxjbcvI_qythpy]h~eLwmhrCuc~dv@aiasA}agnk@iwybAuo`{}@cbqKgoc_QslvFwe__EzwzFuuyzDvbge@kueqMfe|}A
73845535,1,1,my`yrwwIwtlg{ry]|vqfNunr{Dnztm@i~tzEjcyf_AewysY
107827398,1,0,snj`mzwIsxipiiy]{tibEw{wsHepfiPyuexb@
107827398,1,0,uu|md{wIeli~vjy]efhnDuxf{I
107827398,1,0,uu|md{wIeli~vjy]dpfiPxuexb@ztibEv{wsH
1426731406,1,1,uu|md{wIeli~vjy]sir}i@ze}tT{rb|A`vsq@objjAfgzu@
"1434672219,1426731406",1,1,uu|md{wIeli~vjy]|}bokAo`gse@pxxkCq_jfA
156941217,1,0,wd{sfrwIypit~hv]dydyIzbfR
156941217,4,1,wd{sfrwIypit~hv]_cwp]qq}j@
85252460,4,0,wd{sfrwIypit~hv]hkp{Bn{cza@lppcAxuu`Y
156941217,4,0,qjuy{qwI}lba~hv]eydyI{bfR
85252466,1,0,qjuy{qwI}lba~hv]vut_Ay|y}M`rluHuzzyT|{wuDwd}oK`m|kCe{~eKj|tk@exipB`gh`B{rbdB|`|bM}gbbGjotkNictkE`ufoJsgp`C`jheKs}ac@z|whM|sV
156941217,1,1,qjuy{qwI}lba~hv]j}sdr@d`_Fl~pyy@snyB|kdzGalv[p_zaIuoiaBdwenKkdkpBlzdfJa_siCruslN{t|zEvimvr@cem~QtfdsHgw{qBphujKqqd_AbgjvF}oqo@r~gjFnxlJdb{zMdndl@x|zei@`a|eC
156941217,1,1,whseeswIkch``iv]~bwp]pq}j@
156941219,1,0,whseeswIkch``iv]srcxw@gylh@
156941214,1,1,whseeswIkch``iv]ydmsI{izqr@qw`oKemts{@
85252460,1,0,_gxr`rwIo}mwagv]mppcAyuu`Yikp{Bo{cza@
"85252462,85252463",4,0,_gxr`rwIo}mwagv]h~uaEjssb}Ajj{i_@hk`kF~opxkA{he{G{|ygEkjk}m@yi}bQgkicCip}v@yo}lIspznE}aiv@_prpJ}sfrGkysbDudfrKyb`j@wuasM{_gq_A|d`nE
