osmid,safety_tag_value,is_lit,polyline6
1063445658,1,1,utilpkyIydndvkw]y{qfNzpuxJ
1063445658,1,0,utilpkyIydndvkw]bytz`@}a~xV
1241528369,1,0,utilpkyIydndvkw]e}rxXmy~pc@
371352694,3,0,yxa~}hyIoo_|mmw]fbzmEbhojJeq`eBvznek@
1072612927,1,1,yxa~}hyIoo_|mmw]}jscHtyc~Dqy{gBr{gcA{hpjBvzhfAkpnx_@tsyqT
1072612927,1,0,yxa~}hyIoo_|mmw]jhloSamz~Kzgh~D_srsB
23029152,5,1,q|z~xeyIgsl{lew]pnm|rAxkh}h@
23029152,1,1,q|z~xeyIgsl{lew]_{dqhBsefauC
23029153,5,0,q|z~xeyIgsl{lew]ycsq{@hzvwg@h|}uTx|hat@
23029152,5,1,_mlaecyImfc}bdw]lvqfbBishfi@
23029152,1,0,_mlaecyImfc}bdw]qnm|rAykh}h@
23029153,4,1,_mlaecyImfc}bdw]avbxyBhkw{r@
23029152,5,1,qx`qbiyI{ys}bjw]~zdqhBrefauC
23029152,1,0,qx`qbiyI{ys}bjw]_hdxMmk{uX
116402174,1,1,qx`qbiyI{ys}bjw]g{ijVbzwkE_huk[ik~uOs|a~Icl}sEsqytKannsCc|nnGcqwnEieleHqxuhJ
23029153,1,1,adpz_gyIczj`obw]`vbxyBikw{r@
1338606842,3,1,adpz_gyIczj`obw]qcju`@t}keT
23029153,1,1,adpz_gyIczj`obw]i|}uTy|hat@xcsq{@izvwg@
23029152,3,0,quyya`yIwzldmew]~lodR{_gsI
23029152,1,1,quyya`yIwzldmew]mvqfbBhshfi@
23029158,1,1,quyya`yIwzldmew]gymmmDeyenbG
23029152,1,0,qgitn_yIs{txwew]_modRz_gsI
23029155,1,1,uekse_yI}}fn|ew]v_iryAa`}}x@d|ncEkjs|B
371319143,6,1,{xtfy~xIkcqchlw]amhveAkz_ovA
86870009,4,0,{xtfy~xIkcqchlw]qzjs`@v}~}Ywzgrr@ze_m_@
371319143,1,1,{xtfy~xIkcqchlw]~f|wg@biby_Abheqj@zms}kA
1338606842,1,1,sh{pahyIm{}yyaw]pcju`@u}keT
23029158,1,0,yohhpeyI}tsspmw]qkmkIqxj~K
23029158,1,1,yohhpeyI}tsspmw]fymmmDdyenbG
116402170,4,0,yohhpeyI}tsspmw]jvxwAq_g{@vlcoaBgof|aA
23029158,1,0,k|vtzeyIon_s}mw]auhrVi|ka^
23029158,5,0,k|vtzeyIon_s}mw]pkmkIpxj~K
857661895,5,1,k|vtzeyIon_s}mw]_kknk@nz|hS
"116402182,857661895",6,1,k|vtzeyIon_s}mw]bbt_a@wk_vZr_k~g@wxrm\xtebHswvsVhfbcFsms~DvxwuJcv|jH
23079688,4,0,qfknchyIqqnp~mw]antz\mlubc@
1072612926,1,1,qfknchyIqqnp~mw]bznwXalh}N~wylVelseM
1072612927,4,0,qfknchyIqqnp~mw]{gh~D~rrsBkhloS`mz~K
53170214,2,0,wdy|tpxIaf~dw~w]o{clFkvxyE
53170214,1,0,wdy|tpxIaf~dw~w]hpbcIre_kH
1026043375,2,0,wdy|tpxIaf~dw~w]huoed@slb|m@
53170214,3,1,oylsqoxIsene~}w]}xgdXyxnrN
885707006,1,0,oylsqoxIsene~}w]_wvbGrvsyG
885707006,1,1,oylsqoxIsene~}w]|`beLidonNljtqXsqmm^z`pbd@qq}km@
885707006,1,0,gjcwemxIcpkp{`x]fjscMey}iO
885707006,4,1,gjcwemxIcpkp{`x]{`pbd@pq}km@mjtqXrqmm^}`beLhdonN
"1459134707,1459134700,1459134701,1459134699",1,1,gjcwemxIcpkp{`x]wyjfFgj~kEqmsz@{hmo@bmpaD_xflE|~c[uc`cArgsZywbmCx`caEqaboG
"1459134704,1459134705,1459134706,1459134707",4,1,gjcwemxIcpkp{`x]npe{Ftqa~Enpbc@`kg^`ymlIulnkLryn~Ao{qtB
53170214,1,0,ga~i|pxIm}w_~~w]n{clFjvxyE
23029240,1,1,uhezr_xIciprokx]klc_Aezu~lA
23029240,1,1,uhezr_xIciprokx]~c|NfddvQ
"23029241,23029242",1,1,uhezr_xIciprokx]u|w~ExnvLo}|z^a`kR{coha@klur@ikjmSc_dKwgp|k@byzdE{lpgVpqphAw~ws^ojoy@
23035931,2,0,qsluoewI{v`iley]xjrlF}l_mQ
23035931,1,0,qsluoewI{v`iley]_`~cCbdg_EcbzyEdansD}tqvb@lngiWymd}N`ojzHuktgEtzlM_hpfDbfoGiklzHrhtN
23035932,4,0,qsluoewI{v`iley]giso^eff~z@ael{Gszpq]ynjzH}~mfSa|}bJuvw`SmpyiBuvcfI
23035931,1,0,wgyghewIydaw~ey]yjrlF|l_mQ
386383021,2,0,wgyghewIydaw~ey]pinpD{ika`B
23035931,1,0,wgyghewIydaw~ey]dkuud@}vf`Y|jouiBodduhAf|kiEkp~xD
23035932,1,0,ebslpgwI_ifkyiy]oq`yDgydwIcbkd@kjloF}jaI_qytD
23035932,1,0,ebslpgwI_ifkyiy]lpyiBtvcfI`|}bJtvw`SxnjzH|~mfS`el{Grzpq]fiso^dff~z@
848512634,4,0,ebslpgwI_ifkyiy]nuqgBqnniGlb~w@k}laI~vatAoobgFrd_fDa~glB
23035932,1,0,wccvwgwIs`tiqjy]kyt|@grko@a_jdBwmdoB
23035932,4,0,wccvwgwIs`tiqjy]|jaI~pytDbbkd@jjloFnq`yDfydwI
23035933,4,0,wccvwgwIs`tiqjy]vbikEazksAdviiFug{Xd}noEcart@
23035933,4,0,sj~ncgwIofpmvjy]~}sz[yuu~Rj~ggBqauuBjf~yAimwjBpqbiA_qm{Ch}veBcjbwCvk|`Eelr{AnawvVmh~bE
23035933,1,0,sj~ncgwIofpmvjy]e}noEbart@eviiFtg{XwbikE`zksA
848512634,1,0,sj~ncgwIofpmvjy]sd_fD`~glB_watAnobgFmb~w@j}laIouqgBpnniG
642417298,2,0,qw||f_wIoffl_ly]ypfbFrgriI
"1064895264,2624003,1064895263",1,0,qw||f_wIoffl_ly]waljq@e}k{i@gckgFcgc}DqhdrEkw{vDwzxlg@mu{e`@exodG{zjuE
1064895263,1,0,qw||f_wIoffl_ly]pu}|h@f|wxa@bn``j@lyojb@
23035933,4,0,uveofcwIs|qfmny]vupcL~kdle@nas\tjqtC{bcOplvjCuxei@lz}_C{_|bB~gwfBartdCpg`y@ytqsz@lfooO
386383021,4,0,uveofcwIs|qfmny]qq_|`@`wox_@_v`nGp}eaHkeftG~_dyMs``_Aj}~fFo{~s@tczbH
386383021,1,0,uveofcwIs|qfmny]xmd~Bw|cxCxiywIc|d{J
386383021,3,0,wdpe}dwI}azddly]w_{fCp|wbmA
23035933,1,0,wdpe}dwI}azddly]xtqsz@mfooO`rtdCqg`y@z_|bB_hwfBtxei@mz}_CzbcOqlvjCoas\ujqtCwupcL_ldle@
386383021,1,0,wdpe}dwI}azddly]n{~s@uczbHr``_Ak}~fFjeftG_`dyM~u`nGq}eaHpq_|`@awox_@
23035933,1,0,wdpe}dwI}azddly]oawvVlh~bEwk|`Edlr{Ai}veBbjbwCqqbiA~pm{Ckf~yAhmwjBk~ggBpauuB_~sz[xuu~R
386383021,1,0,oelmaewIkdaaviy]uv|g@tsrfU
386383021,1,0,oelmaewIkdaaviy]v_{fCq|wbmA
736271322,2,0,oelmaewIkdaaviy]vdmw@hlxAfy``[|lyn@
4252414,1,0,imikopwI_vvdtty]lhw~HrvsxHjv|wj@ztbwj@
23036015,5,0,m}zvptwIsjnnwry]_eyiBprnaGabwoMvnsfF
23036015,5,0,m}zvptwIsjnnwry]puvl@y}|j@~}l{Iysx}C`hw~F~qvh@fkc|pAce`ye@bmyoH}exhChs`oMbbsdIfbunKxvdzP
"23036018,494221309",5,1,m}zvptwIsjnnwry]_qn_AoitwDou_p@kjshC
23036015,1,0,ofmrbuwIigjdhry]egqso@vkrkVwq|wG_zntCi~xmm@hlryReayFppdkIcqhrn@bpfvToad}Fbm{SmdqsMbq{pFhji@|lftl@
23036015,1,0,ofmrbuwIigjdhry]`bwoMwnsfF~dyiBqrnaG
"23036019,378393965,378393966",4,0,ofmrbuwIigjdhry]hebxHxfbrTvhlwDzsx{Kf{iaHhb`jS
23036015,1,0,{lf_fpwIk}nrksy]gbunKyvdzPis`oMcbsdIcmyoH|exhCgkc|pAbe`ye@ahw~F_rvh@_~l{Ixsx}Cquvl@x}|j@
23036015,4,0,{lf_fpwIk}nrksy]~`gj@rvhfAtqoqDvsktIsczov@tjcmY
107809498,1,0,{lf_fpwIk}nrksy]dpwqGwkje@jbznRrce`U
23036017,5,1,}ekhttwIo`xpasy]uzqqLmzwb`@
"23036018,494221309",1,1,}ekhttwIo`xpasy]nu_p@jjshC~pn_AnitwD
1242508684,5,0,}ekhttwIo`xpasy]dnadE}xso@ntozn@sjwmUhslYqtrpF
23036015,1,0,wajqpwwIo`gnaoy]pfwqeByedzn@
23036016,1,0,wajqpwwIo`gnaoy]xa}zB|~yuG
864126697,1,0,wajqpwwIo`gnaoy]ygouCcp_tCy{pvEqddImlhd{@vlrsZeubjIvauKuemjMuoaf@
23036015,4,0,ezq~itwIigliqpy]qfwqeBxedzn@
23036015,4,0,ezq~itwIigliqpy]`lnjl@{sioTzhjeCmthhH
"23036019,378393965,378393966",1,0,ezq~itwIigliqpy]g{iaHib`jSwhlwD{sx{KiebxHyfbrT
23036016,2,0,}~kulwwIq`lwxny]ya}zB}~yuG
23036016,1,0,}~kulwwIq`lwxny]rublBxrmzGf{rzL`hnf\
107809498,1,0,}~kulwwIq`lwxny]rgnd~Fg{`oyB~|hrBugeoB
107809498,1,0,}~kulwwIq`lwxny]wdnywAp_plh@qk`jJ{m|kNm_Jogl{K
23036015,1,0,uqg{pzwIkweskny]iji@}lftl@ldqsMcq{pFnad}Fcm{Sbqhrn@cpfvTdayFqpdkIh~xmm@ilryRvq|wG~yntCdgqso@wkrkV
107809498,1,0,uqg{pzwIkweskny]l_Jngl{Kpk`jJzm|kNvdnywAq_plh@
864126697,1,0,uqg{pzwIkweskny]temjMtoaf@dubjIwauKllhd{@wlrsZx{pvEpddIxgouCbp_tC
23036017,1,1,sa~zauwI}{ptbty]tzqqLlzwb`@
73845535,4,1,sa~zauwI}{ptbty]kcyf_AdwysYoztm@h~tzE}vqfNtnr{D
1242508684,1,0,}ljm}rwIs{xaaty]islYptrpFotozn@rjwmUenadE|xso@
107809490,3,0,gcwlxrwIsq`cpqy]ubegYsfapF
23036015,1,0,gcwlxrwIsq`cpqy]n{}_@eqfpC|hnx_@o`krN
23036015,1,0,gcwlxrwIsq`cpqy]{hjeClthhHalnjl@zsioT
23279388,1,1,illnmdyIgqnaxwt]pjzg_Aq`e~fC
1465149997,1,1,illnmdyIgqnaxwt]_kfoz@oenbo@
4255531,1,1,illnmdyIgqnaxwt]|{qqlCvcf{mBdlssa@vr|g[
23279393,1,1,illnmdyIgqnaxwt]{s`eGf{idU{rvaDr}erY{bv`Dvv`ap@{r_aBzpuib@cdkcE~l_s}@
"28921472,23040839",1,0,{hqahpqIm{jh`{{]mvwcz@|qkeVadzvFhkl[oi_poDd_e|cAkwgwObiz|EyygtTn~sgHgjrmA|bk`@
30613615,1,0,{hqahpqIm{jh`{{]shzaBe~tzF_rmty@h|pyUo{fVgbvy@{__jvEdnz_sA
1374490260,4,0,{hqahpqIm{jh`{{]|gfxIvar{@v`veJqvm~B
28921472,5,0,injkdyqImnn`rw{]ydcwG`n|vB
1374490265,5,0,injkdyqImnn`rw{]wp|uBe~tcH
"28921472,23040839",1,0,injkdyqImnn`rw{]fjrmA}bk`@xygtTo~sgHjwgwOciz|Eni_poDe_e|cA`dzvFikl[lvwcz@}qkeV
"1374490265,1433252110",1,1,injkdyqImnn`rw{]btx_GvkvzRb_|cA~`giD
30613615,1,0,{bc|}xqIkqjc_x{]z__jvEenz_sAn{fVfbvy@~qmty@i|pyUrhzaBd~tzF
30613615,5,0,{bc|}xqIkqjc_x{]ykxuF~gw~AkojnAvyl]
75815451,5,0,{bc|}xqIkqjc_x{]{zao@ibv}Bmdp}P_uggl@ly`{e@mrva\
35445350,4,0,e~raroqIgpfkb{{]tpgoAq|reK~~o_F{grqc@lhdaBsryrGfbojD{avmH
1374490260,1,0,e~raroqIgpfkb{{]|`c}J_}rlClj_sTuwpiG
1374490260,1,0,e~raroqIgpfkb{{]w`veJpvm~B}gfxIwar{@
23079688,1,0,su`jaiyI__etbow]`ntz\llubc@
23079689,1,1,su`jaiyI__etbow]}djv`@jqy|RivpcfAjl{~r@
23079689,3,1,su`jaiyI__etbow]vjelp@aqruYx{epFunv`C
1245059413,3,0,su`jaiyI__etbow]sszkMwcoqSahz}OqmnyP
1241528369,2,0,{r}ejlyIg_nvzlw]d}rxXly~pc@
23079689,1,1,{r}ejlyIg_nvzlw]_~y}GjtklE}bkt_@xewhV_tzkr@fqz~c@}pzfDfplqE
23079689,4,1,{r}ejlyIg_nvzlw]hvpcfAkl{~r@|djv`@kqy|R
23079689,1,0,amskhgyIw`plapw]y{epFtnv`Cwjelp@`qruY
1245059413,1,0,iswu`jyIirdaipw]`hz}OpmnyPrszkMvcoqS
723008489,2,0,wxxrjcvIebqmy`x]ub`fC~wduK
23081421,1,0,wxxrjcvIebqmy`x]}vp|[uofn@}_klEgsmIml}gu@uz}uB_`gwd@_ihoAsw~rF`dzm@
"723008489,977573565",2,0,wxxrjcvIebqmy`x]fatdC_zdqQnpddHubyb@
723008489,1,0,m|yyncvIeikwl`x]tb`fC_xduK
977573561,2,0,m|yyncvIeikwl`x]xtpwRqc_k@
"723008489,23081420",1,0,m|yyncvIeikwl`x]_x{bC`~|jKc|spJxwi{\imgVjawm@{{ddKvfqfWe{lxN~rch[{cd~Qnobn[uofpJnkcpR
977573565,2,0,_e~g}bvI{`qcmax]j}teAbrd_^
"977573552,977573551,977573559",2,0,_e~g}bvI{`qcmax]j{loB}mdKfjplN_na}@~ex_Cam`I
"723008489,977573565",1,0,_e~g}bvI{`qcmax]opddHtbyb@gatdC~ydqQ
152822405,1,1,wj~q{vsI}l{leny]t_qsDejm]hpmiDfhbnA||heCr||bB|bv_K~xstQ
156159285,4,0,wj~q{vsI}l{leny]k~f`Jj{nkFknzpHr`}jEcpuhbAp|rul@
"1265030867,1265030868",1,1,wj~q{vsI}l{leny]qhilBanhxDgqmnBev`|Dwy`xJqldbSynn@a}jnBr~ob@ohhvC`lmvPqyhfJ
152822405,1,0,{v|k`vsIgwsbnmy]xgs{EncduI
152822405,1,1,{v|k`vsIgwsbnmy]}bv_K_ystQ}|heCs||bBipmiDghbnAu_qsDdjm]
1308852879,1,0,{v|k`vsIgwsbnmy]luk_Eyns|Bh|r~A}~wy@
26839389,5,0,sjxnsysIkqy}ily]swb|G}jqcL
156159285,6,0,sjxnsysIkqy}ily]svwtcAd`psm@yupzClhshBuze}CtfyjB
156159285,1,1,sjxnsysIkqy}ily]bpuhbAq|rul@jnzpHs`}jEj~f`Jk{nkF
"1265030867,1265030868",1,1,mdin{vsI{bktxoy]almvPpyhfJs~ob@nhhvCxnn@`}jnBvy`xJpldbSfqmnBdv`|DphilB`nhxD
23163543,4,0,sl{pqssIwpc~vxy]kwjtAu~d{G
26839386,1,1,sl{pqssIwpc~vxy]_bbiz@|{m}g@
26839386,3,0,sl{pqssIwpc~vxy]h_ktIekrrGljbw@oq_d@
23163543,1,0,_egftssImpiz_yy]jwjtAt~d{G
"1068747720,1068747721,23163543",6,0,_egftssImpiz_yy]igomDwibfQovniv@grt`qAerz_IcrphNuzclHspyrL
1517351325,1,0,_egftssImpiz_yy]`mmkgAkj~wm@x`|x^cm{xT
26839386,1,1,so~zlusIyst_nwy]~abiz@}{m}g@
26839386,4,1,so~zlusIyst_nwy]aatwz@|v}qg@
132317711,1,0,so~zlusIyst_nwy]y`~iQomdhW`{etAsht_Zmmt`Yedbgg@}r_j`@uwpor@
23163548,3,0,{`lcessImowv`yy]zpu`Hpd}vL
26839386,1,0,{`lcessImowv`yy]jlwid@oze~Vvaxbx@yftkc@
26839386,1,0,{`lcessImowv`yy]mjbw@nq_d@i_ktIdkrrG
825288053,6,0,czq}ivsIoat_i}y]qimrr@xp}fb@
1068747720,1,0,czq}ivsIoat_i}y]leioDhmd~F
825288053,1,0,czq}ivsIoat_i}y]l``xDwffxBhj{el@i{|q\lw`urAuh_{t@l~an`@qfxjUh{jk_@ynmsT
132317711,1,0,ud`q}wsIuouwe|y]|krrDzdptG
825288053,1,0,ud`q}wsIuouwe|y]pimrr@yp}fb@
825288053,6,0,ud`q}wsIuouwe|y]i{txS`hqdLyrudT`aolL}chcHxxdjE
1068747720,6,0,usgmdvsIesn`a}y]meioDimd~F
"1068747720,1068747721,23163543",1,0,usgmdvsIesn`a}y]tzclHrpyrLdrz_IbrphNnvniv@frt`qAhgomDvibfQ
1517351322,6,0,usgmdvsIesn`a}y]_d~bQrgstJa~dk`@v_ugW
"1517351320,1517351322,1517351318,1517351319",1,1,usgmdvsIesn`a}y]n}dtXwi|oO`k|kXix`oPfggnO_skjJjm}yGgoz}Ejhpcw@ynqed@ptb|Fe_{fD`mnr[yhisTv}_rLkmuoHhjq`N{psaH
701007833,4,0,eyclapsIsfahlaz]v||sA`pfeC
825288053,5,0,eyclapsIsfahlaz]`livg@wwl{\
825288053,1,0,eyclapsIsfahlaz]i{jk_@xnmsTm~an`@pfxjUmw`urAth_{t@ij{el@h{|q\m``xDvffxB
26738245,7,0,yaujgrsI{_bmroy]dloeD}jvo@
"23163545,1274199849",1,0,yaujgrsI{_bmroy]fh|iAtyr{JlcanF|fbge@vjzgIb{a}]~mh_A|szuC|rtb@fkhbA|}oo@bu}zA
23163545,6,1,yaujgrsI{_bmroy]m|psCsgue_@eph^cm_ie@
26738245,1,0,stddbrsIyky}soy]eloeD|jvo@
"1185126104,26738245,1226253807",8,0,stddbrsIyky}soy]vsluGgufpAhob`vBupqw{A|lqgEqgfkE|~yX{jfX
1517340698,6,0,stddbrsIyky}soy]mqpzBgsnuXel_SipheJmaxw@umbb_@
1517340698,1,0,stddbrsIyky}soy]h_gn@pet}Ft|wwC|`ykZf}hgFxubdWh|||I~zzh\
132323729,6,0,mpp~lrsIsvx}xqy]vx_qCpuA
23163545,1,1,mpp~lrsIsvx}xqy]dph^bm_ie@l|psCrgue_@
23163545,6,1,mpp~lrsIsvx}xqy]dha|@wxogt@rvxpEyucsh@tayxBkubyQ
23163544,5,0,a`iwcpsIcx|rrvy]n~{{BlphlA
"23163546,642654654",5,0,a`iwcpsIcx|rrvy]~~r`F{fkhKq|duAqtt`H
23163547,5,0,a`iwcpsIcx|rrvy]}hngF_y~{@{vhgIwagIea{cK~rq_Am}lcNppplE
23163544,1,0,q`lz_psIufsepvy]o~{{BmphlA
"23163544,1388710630,1388710631",8,0,q`lz_psIufsepvy]zg~iBzvvaAla`sC|}m}C~uuu{@zbiayAzbgvFzyttJ~}bzAnanhC
"1517340697,1517340695",5,0,q`lz_psIufsepvy]lqgyBiu~wIhzlmEqixjBnn}t@y{|M
1517340697,6,0,q`lz_psIufsepvy]orbiAv`npE_tseAdoinA
642654654,5,0,s}zk_psIqu~}gwy]kmeGmbr[
"23163546,642654654",1,0,s}zk_psIqu~}gwy]p|duAptt`H__s`FzfkhK
"1517293621,1517293622",1,0,s}zk_psIqu~}gwy]biz_BgizsBx|afFmze}Bpmbm@o}p\zmlr}@o`p}Sj{~t}@_rlhSza||f@edpyKdlaiDisvcA
23163545,1,0,oblqpqsIio`llvy]qwveHdvlyI{pu|Epy_|U
23163547,1,0,oblqpqsIio`llvy]l}lcNqpplEda{cK_sq_AzvhgIvagI|hngF~x~{@
330873077,4,0,oblqpqsIio`llvy]abztEy~f`C{qn_Ewgc_A
23163548,1,0,_oua|rsI{iy~rxy]{pu`Hqd}vL
23163548,1,0,_oua|rsI{iy~rxy]`iibc@tx`{u@orjhDhwitH
"1517293624,1517293620,1517293623",1,1,_oua|rsI{iy~rxy]xm`q{Fiph|kDtrujm@ozmv_@hrk}_@iqyjS
125219556,1,0,wpztfpsIwrsb}zy]kc`jDevpiF
26839386,1,0,wpztfpsIwrsb}zy]~{|je@ollwXrsegx@oxmme@
26839386,1,0,wpztfpsIwrsb}zy]waxbx@xftkc@klwid@nze~V
"1241344954,1388710629",8,0,eofnyksIym{impy]elsaEiabsHe`qg@_fiwC
1308890811,8,0,q}ly`lsIcwhv{py]uhleExa{zC
"1308890810,1308890811",8,0,q}ly`lsIcwhv{py]fgafCi}wlBfmoYdq_@
"1241344954,1388710629",1,0,q}ly`lsIcwhv{py]d`qg@~eiwCdlsaEhabsH
"1388710632,1241344953,1388710631",1,0,q}ly`lsIcwhv{py]gddwCkrztEada}f@elkjw@orsaB}ukjC
17513370,1,1,{vfsltuIqvo_x{x]vmn~JpnfeU|b~jy@xlaogBplmiu@ngeh`B
"366238082,1300359917",1,1,{vfsltuIqvo_x{x]st|eEkypaH{drlDaaboI
"4281369,1300359918",1,1,{vfsltuIqvo_x{x]uewjE|oftJmwcZhx`u@kt{ae@lbqhjAunfus@|bjgcBkofv~@`nsu{Bivr|FhqgtH
23171767,1,0,eodljayIod|}k}u]_q_roAxlwkv@qkn`kBfigd`AmlildBx{zs_A{rh`|Arnm|v@{qw{t@~ecb\
26638305,1,1,ucfap_yIaoyeq_v]p{wzAm_y}Sw|bpDsy_hrB
29237764,1,0,{dqvr_yIcjtmycv]krdiRgpdD
26638305,1,0,{dqvr_yIcjtmycv]s`~hKah{raDxmwrDauvtg@
26638305,1,1,{dqvr_yIcjtmycv]v|bpDry_hrBq{wzAl_y}S
835606095,1,0,_so|lhxIu__pjrv]gpnlJox~~nA{|oEm~e`B
99476058,1,0,cbppxhxIsxeq}tv]wkten@lxej`A
835606095,4,0,cbppxhxIsxeq}tv]gfi|Gg|vnpCqyq|@c{lhFivdhEabuvF
835606095,1,0,cbppxhxIsxeq}tv]z|oEl~e`BfpnlJnx~~nA
147011645,1,1,yqueqgxI_s~|yqv]j_afhAebws{@
208554611,1,0,aradmgxIwkyzpov]fc}}HrkrcaA
"208554610,617864187",1,0,aradmgxIwkyzpov]hpf|Cw_n~FdbhdBgbymFb`phAuq|_H|dgj@klqtGepwgn@m~z~@m}gc^gcysE
617864187,1,0,aradmgxIwkyzpov]yvtgEl}mdFwtldLtvptH
208554611,1,0,ymcecgxIc_fvnmv]gc}}HskrcaA
208554251,1,0,ymcecgxIc_fvnmv]tnghG{fme@vhicCylrCp~onDdwaK|eclBdklQn~_aBdz`c@ly|lBf|cq@lnmxAzk_m@nm`dCp`}lAv}puBpxa_B||nzBhhgaCphfuB`xvgCnd~wAt}yjBvopdBharsCjevaAfriqB~edp@jdduBzc|m@nvobD
"208554251,1046221428",1,0,ymcecgxIc_fvnmv]ydjlR~njnBuuxdCndtYgsmoDra~^
208554612,1,0,cfyyoixIoshtzpv]eeh~_@mn`mK
"208554610,617864187",1,0,cfyyoixIoshtzpv]l}gc^fcysEdpwgn@l~z~@}dgj@jlqtGc`phAtq|_HebhdBfbymFipf|Cv_n~F
208554612,1,0,cfyyoixIoshtzpv]pahgNj~ftU|bj~^n}f~b@
617864187,1,0,s_er`hxIsux_`ov]qk{bJhdsjB
208554612,1,0,s_er`hxIsux_`ov]}bj~^o}f~b@qahgNk~ftU
617864187,1,0,s_er`hxIsux_`ov]vtldLuvptHxvtgEm}mdF
69416481,1,0,elavkhxIipdt|nv]rlilJhh}fr@
617864187,1,0,elavkhxIipdt|nv]pk{bJidsjB
617864187,1,0,elavkhxIipdt|nv]mc_pKlba_BmoquPuvxz@}j`|I{qrcC
617861758,1,0,_muztixImwot_ov]crryYvkkrJ
617864187,1,0,_muztixImwot_ov]|j`|IzqrcCloquPtvxz@lc_pKmba_B
617864187,1,0,_muztixImwot_ov]qy~iG}wvcDcuvcHoe}lGypp`EgiskGwb|sD{ew|K{l{jAizfmPxstrBs~naR
617861758,1,0,c`iuojxIujcatnv]brryYwkkrJ
208554612,1,0,ilbypjxI}bjbgqv]deh~_@ln`mK
617864187,1,0,ilbypjxI}bjbgqv]ystrBr~naRzl{jAhzfmPvb|sDzew|Kxpp`EfiskGbuvcHne}lGpy~iG|wvcD
617864187,1,0,ilbypjxI}bjbgqv]v_qsBoki{F~u|uByqnxD
617864187,1,0,qtrmijxIgbdxtqv]_v|uBxqnxDw_qsBnki{F
"901836744,404072569",1,0,inl~wexIqkg}rpv]lleuf@|tyz@xsx|BpocE
901728062,1,1,ch~kwuwIazaaj}v]pe~cEzdsvE
901728062,5,0,ch~kwuwIazaaj}v]kz~a@gc`h@mym}AciylBigktAum{bB
"23171776,1035228139",5,0,ch~kwuwIazaaj}v]c{_nLzs`aK{~_fKjanmHwfm`@piiS
901728062,6,0,gfyb~uwIcwy{q}v]sraaBy|ruBmns}G_xp}IieucOwr|bRs}fsJouptK
901728062,1,0,gfyb~uwIcwy{q}v]hgktAtm{bBlym}AbiylBjz~a@fc`h@
"4680789,901728069,1046235135",1,1,gfyb~uwIcwy{q}v]fnqPmua]n}vs@akv}@hn_yA_yeaAp~czEspyhD`_qfRy~wcLlhisSagokKryygLqis}F|lokgAufsxe@ptc`iAgcdke@|xagk@iwvsUf`jhO{b_{Fr}umGyveuB
23171776,6,1,{kncrvwIgxf|s|v]w`xcDhqstB}flyEbkquBqtvhEvzrnA{i_}GxtvVsob}HkavtBsljzGsgegIspw{Fm`olMyxadHs}u|Q
"23171776,1035228139",1,0,{kncrvwIgxf|s|v]vfm`@qiiSz~_fKkanmHb{_nL{s`aK
1046233465,1,0,{kncrvwIgxf|s|v]lxnvCjwt|Dz`~g@~in}@
"23171776,1046233464",1,1,u_weqxwIisxqx}v]}nxo@}|{qEzzlUwphzDtcyzBev_xCrtljM_nmzGdjk{X_n_uL
23171776,1,1,u_weqxwIisxqx}v]xxadHr}u|Qrpw{Fl`olMrljzGrgegIrob}HjavtBzi_}GytvVptvhEwzrnA|flyEckquBv`xcDiqstB
83500249,6,0,u_weqxwIisxqx}v]azisAxbmif@u_zmDpqe|L
901728062,6,0,gnn|ewwIexnj`_w]oog~]getza@au}kB}xzpC
901728062,1,1,gnn|ewwIexnj`_w]r}fsJnuptKheucOvr|bRlns}G~wp}IrraaBx|ruB
"1046233464,23171776",6,1,gnn|ewwIexnj`_w]ejk{X~m_uLstljM~mmzGucyzBdv_xC{zlUvphzD|nxo@||{qE
1046233475,5,0,m{|hyxwI}|cjc|v]tillFhycrN
83488592,5,0,m{|hyxwI}|cjc|v]}ar`v@_u`aMauefJgygxD
83500249,1,1,m{|hyxwI}|cjc|v]t_zmDqqe|L`zisAybmif@
901728062,1,0,ytuhhxwIkx_xg`w]`u}kB|xzpCnog~]fetza@
"371319041,901728068",1,1,ytuhhxwIkx_xg`w]zc_yAspzK~ctqAgeua@dxn{FmorkCte{vv@ybl|[~_nth@o|ioTrxgmt@utspZ~tljLs`ugFta}tHsc`}G`{kjCom`oEbngcBk{y_F|hjs@idzyIavi@kdjdC
1455369152,5,1,ytuhhxwIkx_xg`w]ux~iAae_`A_w`kG}gwxH
23194099,1,0,ydvbt}wImyng|lw]jryiEvdw`Bz~zaDzv|zCtiu~NnsmdZnknt\ngwnu@
"23194099,1420379366",1,0,ydvbt}wImyng|lw]_ldaEa`{Vy`v}GpboUu|`i[~gsoKyumtZfkenMwzvbOjqwpD
670671107,5,0,ydvbt}wImyng|lw]`rdjCew`cIiixdA}r|iF
901728070,3,0,yap~qdxIw|hsaaw]qwkqO`|~lG
23194101,5,0,yap~qdxIw|hsaaw]csppY_mq|r@ucmx@mhnjEwks@cov{Fbgwr@_g~eG`phaDey_yOrwheA}kbmDlzi}AsqubDjskmCafbdEvownDerreDbjigDsvxnBvvykCgtivC`exuAg{{eDd}se@ywf}DmkmNamudG
