edge_id,osmid,u,v,lamp_count,lamp_per_km,is_lit
501,"4711432,1272436197",12018351512,109190,0,0.0,0
502,1297157449,12018351512,12018351502,5,77.40164807863677,1
503,1297157449,12018351512,12018351511,2,64.46779709973474,1
504,574905548,109196,11945835540,0,0.0,0
505,574905548,11945835540,109196,0,0.0,0
506,"574905548,706482885",11945835540,709221557,3,25.5037677003374,1
507,"1336943515,1300031421",11945835540,12398671791,2,90.98684882829787,1
508,"1300031420,1300031421",11945835540,12041879073,2,34.116517085308516,1
509,1150081720,109200,10698708294,0,0.0,0
510,816227970,109200,8757909160,0,0.0,0
511,953843282,109200,8828337756,0,0.0,0
512,1150081720,10698708294,109200,0,0.0,0
513,"1150081721,773028978",10698708294,13239470393,0,0.0,0
514,1442874032,10698708294,13239470393,0,0.0,0
515,1442874032,10698708294,13239470398,0,0.0,0
516,946031725,8757909160,13239474312,0,0.0,0
517,816227970,8757909160,109200,0,0.0,0
518,816227970,8757909160,8828146198,0,0.0,0
519,773028978,8828337756,13239470393,0,0.0,0
520,953843282,8828337756,8757909164,0,0.0,0
521,953843282,8828337756,109200,0,0.0,0
522,4264244,109202,5821571957,0,0.0,0
523,37371130,109202,7600886007,0,0.0,0
524,"1442874051,816227973",109202,13239470400,0,0.0,0
525,"1442874049,816227973",109202,13239474332,0,0.0,0
